entitlement_id,cust_id,product_id,event_type,event_date
E00051,C0047,P0058,kickoff,2025-05-16
E00051,C0047,P0058,first_login,2025-05-25
E00051,C0047,P0058,first_value,2025-06-14
E00051,C0047,P0058,core_complete,2025-09-10
E00052,C0001,P0093,contract_start,2025-01-01
E00052,C0001,P0093,kickoff,2025-01-11
E00052,C0001,P0093,first_login,2025-02-04
E00052,C0001,P0093,first_value,2025-01-25
E00052,C0001,P0093,core_complete,2025-02-08
E00053,C0045,P0498,contract_start,2025-04-01
E00053,C0045,P0498,kickoff,2025-04-20
E00053,C0045,P0498,first_login,2025-04-26
E00053,C0045,P0498,first_value,2025-04-27
E00053,C0045,P0498,core_complete,2025-06-20
E00054,C0052,P0040,contract_start,2025-09-01
E00054,C0052,P0040,kickoff,2025-09-04
E00054,C0052,P0040,first_login,2025-09-10
E00054,C0052,P0040,first_value,2025-09-23
E00054,C0052,P0040,core_complete,2025-12-12
E00055,C0031,P0014,contract_start,2025-10-01
E00055,C0031,P0014,kickoff,2025-10-16
E00056,C0045,P0303,contract_start,2025-10-01
E00056,C0045,P0303,kickoff,2025-10-06
E00056,C0045,P0303,first_login,2025-10-11
E00056,C0045,P0303,first_value,2025-11-06
E00056,C0045,P0303,core_complete,2025-12-08
E00057,C0098,P0426,contract_start,2025-02-01
E00057,C0098,P0426,kickoff,2025-02-05
E00057,C0098,P0426,first_login,2025-02-13
E00057,C0098,P0426,first_value,2025-02-10
E00058,C0084,P0023,contract_start,2025-04-01
E00058,C0084,P0023,kickoff,2025-04-05
E00058,C0084,P0023,first_login,2025-04-27
E00058,C0084,P0023,first_value,2025-06-05
E00058,C0084,P0023,core_complete,2025-07-12
E00059,C0039,P0025,contract_start,2025-11-01
E00059,C0039,P0025,kickoff,2025-11-22
E00059,C0039,P0025,first_login,2025-11-21
E00059,C0039,P0025,first_value,2025-12-06
E00059,C0039,P0025,core_complete,2026-01-08
E00060,C0078,P0309,contract_start,2024-12-01
E00060,C0078,P0309,kickoff,2024-12-04
E00060,C0078,P0309,first_login,2024-12-29
E00060,C0078,P0309,first_value,2025-02-01
E00060,C0078,P0309,core_complete,2025-04-21
E00061,C0041,P0395,contract_start,2025-04-01
E00061,C0041,P0395,kickoff,2025-04-21
E00061,C0041,P0395,first_login,2025-04-28
E00061,C0041,P0395,first_value,2025-05-19
E00061,C0041,P0395,core_complete,2025-06-06
E00062,C0064,P0207,contract_start,2025-03-01
E00062,C0064,P0207,kickoff,2025-03-21
E00062,C0064,P0207,first_login,2025-03-25
E00062,C0064,P0207,first_value,2025-04-29
E00062,C0064,P0207,core_complete,2025-06-16
E00063,C0057,P0252,contract_start,2025-10-01
E00063,C0057,P0252,kickoff,2025-10-13
E00063,C0057,P0252,first_login,2025-10-22
E00063,C0057,P0252,first_value,2025-11-23
E00063,C0057,P0252,core_complete,2026-01-29
E00064,C0025,P0050,contract_start,2025-04-01
E00064,C0025,P0050,kickoff,2025-04-17
E00064,C0025,P0050,first_login,2025-04-20
E00064,C0025,P0050,first_value,2025-05-06
E00064,C0025,P0050,core_complete,2025-06-02
E00065,C0067,P0244,contract_start,2025-07-01
E00065,C0067,P0244,kickoff,2025-07-04
E00065,C0067,P0244,first_login,2025-07-25
E00065,C0067,P0244,first_value,2025-08-04
E00065,C0067,P0244,core_complete,2025-08-25
E00066,C0092,P0416,contract_start,2025-06-01
E00066,C0092,P0416,kickoff,2025-06-22
E00067,C0015,P0263,contract_start,2025-06-01
E00067,C0015,P0263,kickoff,2025-06-16
E00067,C0015,P0263,first_login,2025-06-21
E00067,C0015,P0263,first_value,2025-07-09
E00067,C0015,P0263,core_complete,2025-08-07
E00068,C0056,P0366,contract_start,2025-10-01
E00068,C0056,P0366,kickoff,2025-10-17
E00068,C0056,P0366,first_login,2025-10-17
E00068,C0056,P0366,first_value,2025-11-07
E00068,C0056,P0366,core_complete,2025-12-19
E00069,C0071,P0224,contract_start,2025-08-01
E00069,C0071,P0224,kickoff,2025-08-18
E00069,C0071,P0224,first_login,2025-08-28
E00069,C0071,P0224,first_value,2025-08-14
E00070,C0073,P0066,contract_start,2025-07-01
E00070,C0073,P0066,kickoff,2025-07-19
E00070,C0073,P0066,first_login,2025-07-27
E00070,C0073,P0066,first_value,2025-09-11
E00070,C0073,P0066,core_complete,2025-10-21
E00071,C0056,P0025,contract_start,2025-08-01
E00071,C0056,P0025,kickoff,2025-08-18
E00071,C0056,P0025,first_login,2025-08-27
E00071,C0056,P0025,first_value,2025-10-10
E00071,C0056,P0025,core_complete,2025-12-25
E00072,C0091,P0212,contract_start,2025-08-01
E00072,C0091,P0212,kickoff,2025-08-06
E00072,C0091,P0212,first_login,2025-08-29
E00072,C0091,P0212,first_value,2025-10-04
E00072,C0091,P0212,core_complete,2025-12-09
E00073,C0040,P0300,contract_start,2025-11-01
E00074,C0032,P0237,contract_start,2024-12-01
E00074,C0032,P0237,kickoff,2024-12-13
E00074,C0032,P0237,first_login,2024-12-16
E00074,C0032,P0237,first_value,2025-01-29
E00074,C0032,P0237,core_complete,2025-03-19
E00075,C0065,P0449,contract_start,2025-06-01
E00075,C0065,P0449,kickoff,2025-06-16
E00075,C0065,P0449,first_login,2025-06-24
E00075,C0065,P0449,first_value,2025-07-19
E00075,C0065,P0449,core_complete,2025-09-06
E00076,C0004,P0231,contract_start,2025-11-01
E00077,C0079,P0383,contract_start,2025-02-01
E00077,C0079,P0383,kickoff,2025-02-12
E00077,C0079,P0383,first_login,2025-02-20
E00077,C0079,P0383,first_value,2025-04-14
E00077,C0079,P0383,core_complete,2025-07-05
E00078,C0023,P0003,contract_start,2025-01-01
E00078,C0023,P0003,kickoff,2025-01-14
E00078,C0023,P0003,first_login,2025-01-15
E00078,C0023,P0003,first_value,2025-01-26
E00078,C0023,P0003,core_complete,2025-03-19
E00079,C0099,P0208,contract_start,2025-02-01
E00080,C0069,P0494,contract_start,2025-09-01
E00080,C0069,P0494,kickoff,2025-09-16
E00080,C0069,P0494,first_login,2025-09-17
E00080,C0069,P0494,first_value,2025-11-01
E00080,C0069,P0494,core_complete,2026-01-28
E00081,C0005,P0098,contract_start,2025-01-01
E00081,C0005,P0098,kickoff,2025-01-12
E00081,C0005,P0098,first_login,2025-01-08
E00081,C0005,P0098,first_value,2025-01-30
E00081,C0005,P0098,core_complete,2025-04-24
E00082,C0051,P0108,contract_start,2025-11-01
E00082,C0051,P0108,kickoff,2025-11-04
E00082,C0051,P0108,first_login,2025-12-05
E00082,C0051,P0108,first_value,2025-12-26
E00082,C0051,P0108,core_complete,2026-02-08
E00083,C0093,P0321,contract_start,2025-10-01
E00083,C0093,P0321,kickoff,2025-10-22
E00083,C0093,P0321,first_login,2025-10-20
E00083,C0093,P0321,first_value,2025-10-24
E00083,C0093,P0321,core_complete,2025-11-11
E00084,C0013,P0012,contract_start,2025-07-01
E00084,C0013,P0012,kickoff,2025-07-07
E00084,C0013,P0012,first_login,2025-07-29
E00084,C0013,P0012,first_value,2025-08-24
E00084,C0013,P0012,core_complete,2025-11-15
E00085,C0010,P0242,contract_start,2025-02-01
E00085,C0010,P0242,kickoff,2025-02-08
E00085,C0010,P0242,first_login,2025-02-15
E00085,C0010,P0242,first_value,2025-04-04
E00085,C0010,P0242,core_complete,2025-05-18
E00086,C0023,P0292,contract_start,2025-09-01
E00086,C0023,P0292,kickoff,2025-09-16
E00086,C0023,P0292,first_login,2025-09-25
E00086,C0023,P0292,first_value,2025-10-22
E00086,C0023,P0292,core_complete,2025-11-07
E00087,C0073,P0366,contract_start,2024-12-01
E00087,C0073,P0366,kickoff,2024-12-11
E00087,C0073,P0366,first_login,2024-12-22
E00087,C0073,P0366,first_value,2025-01-03
E00087,C0073,P0366,core_complete,2025-03-25
E00088,C0028,P0205,contract_start,2025-07-01
E00088,C0028,P0205,kickoff,2025-07-12
E00088,C0028,P0205,first_login,2025-07-09
E00088,C0028,P0205,first_value,2025-08-01
E00088,C0028,P0205,core_complete,2025-09-06
E00089,C0074,P0032,contract_start,2025-11-01
E00089,C0074,P0032,kickoff,2025-11-20
E00089,C0074,P0032,first_login,2025-11-21
E00089,C0074,P0032,first_value,2025-12-22
E00089,C0074,P0032,core_complete,2026-03-08
E00090,C0083,P0332,contract_start,2025-05-01
E00090,C0083,P0332,kickoff,2025-05-14
E00090,C0083,P0332,first_login,2025-05-23
E00090,C0083,P0332,first_value,2025-05-18
E00090,C0083,P0332,core_complete,2025-06-30
E00091,C0033,P0331,contract_start,2025-01-01
E00091,C0033,P0331,kickoff,2025-01-14
E00091,C0033,P0331,first_login,2025-01-18
E00091,C0033,P0331,first_value,2025-02-27
E00091,C0033,P0331,core_complete,2025-05-05
E00092,C0043,P0372,contract_start,2025-06-01
E00092,C0043,P0372,kickoff,2025-06-16
E00092,C0043,P0372,first_login,2025-06-28
E00092,C0043,P0372,first_value,2025-08-12
E00092,C0043,P0372,core_complete,2025-10-19
E00093,C0013,P0301,contract_start,2025-07-01
E00093,C0013,P0301,kickoff,2025-07-20
E00093,C0013,P0301,first_login,2025-07-20
E00093,C0013,P0301,first_value,2025-08-25
E00093,C0013,P0301,core_complete,2025-09-10
E00094,C0017,P0151,contract_start,2025-11-01
E00094,C0017,P0151,kickoff,2025-11-15
E00094,C0017,P0151,first_login,2025-11-18
E00094,C0017,P0151,first_value,2025-11-25
E00094,C0017,P0151,core_complete,2026-01-24
E00095,C0046,P0410,contract_start,2025-10-01
E00095,C0046,P0410,kickoff,2025-10-19
E00095,C0046,P0410,first_login,2025-10-28
E00095,C0046,P0410,first_value,2025-11-17
E00095,C0046,P0410,core_complete,2026-02-12
E00096,C0049,P0067,contract_start,2025-04-01
E00096,C0049,P0067,kickoff,2025-05-07
E00097,C0029,P0213,contract_start,2025-09-01
E00097,C0029,P0213,kickoff,2025-09-11
E00097,C0029,P0213,first_login,2025-09-13
E00097,C0029,P0213,first_value,2025-10-20
E00097,C0029,P0213,core_complete,2025-12-21
E00098,C0085,P0184,contract_start,2025-03-01
E00098,C0085,P0184,kickoff,2025-03-07
E00098,C0085,P0184,first_login,2025-03-16
E00098,C0085,P0184,first_value,2025-04-17
E00098,C0085,P0184,core_complete,2025-05-29
E00099,C0086,P0458,contract_start,2025-02-01
E00099,C0086,P0458,kickoff,2025-02-12
E00099,C0086,P0458,first_login,2025-02-13
E00099,C0086,P0458,first_value,2025-02-18
E00100,C0044,P0117,contract_start,2025-05-01
E00100,C0044,P0117,kickoff,2025-05-08
E00100,C0044,P0117,first_login,2025-05-10
E00100,C0044,P0117,first_value,2025-07-03
E00100,C0044,P0117,core_complete,2025-09-07
E00101,C0009,P0402,contract_start,2025-07-01
E00101,C0009,P0402,kickoff,2025-07-12
E00101,C0009,P0402,first_login,2025-07-22
E00101,C0009,P0402,first_value,2025-07-14
E00101,C0009,P0402,core_complete,2025-08-10
E00102,C0044,P0437,contract_start,2025-08-01
E00102,C0044,P0437,kickoff,2025-08-05
E00102,C0044,P0437,first_login,2025-08-15
E00102,C0044,P0437,first_value,2025-09-10
E00102,C0044,P0437,core_complete,2025-12-02
E00103,C0063,P0387,contract_start,2025-07-01
E00104,C0036,P0022,contract_start,2025-09-01
E00104,C0036,P0022,kickoff,2025-09-15
E00104,C0036,P0022,first_login,2025-09-29
E00104,C0036,P0022,first_value,2025-11-02
E00104,C0036,P0022,core_complete,2026-01-03
E00105,C0100,P0081,contract_start,2025-01-01
E00105,C0100,P0081,kickoff,2025-01-15
E00105,C0100,P0081,first_login,2025-01-28
E00105,C0100,P0081,first_value,2025-01-27
E00105,C0100,P0081,core_complete,2025-03-18
E00106,C0035,P0051,contract_start,2025-08-01
E00106,C0035,P0051,kickoff,2025-08-21
E00106,C0035,P0051,first_login,2025-08-18
E00106,C0035,P0051,first_value,2025-08-24
E00106,C0035,P0051,core_complete,2025-11-22
E00107,C0005,P0104,contract_start,2025-05-01
E00107,C0005,P0104,kickoff,2025-05-12
E00107,C0005,P0104,first_login,2025-05-14
E00107,C0005,P0104,first_value,2025-06-01
E00107,C0005,P0104,core_complete,2025-08-22
E00108,C0083,P0243,contract_start,2024-12-01
E00108,C0083,P0243,kickoff,2024-12-20
E00108,C0083,P0243,first_login,2025-01-04
E00108,C0083,P0243,first_value,2025-01-08
E00108,C0083,P0243,core_complete,2025-03-11
E00109,C0014,P0367,contract_start,2025-02-01
E00109,C0014,P0367,kickoff,2025-02-10
E00109,C0014,P0367,first_login,2025-02-13
E00109,C0014,P0367,first_value,2025-04-16
E00109,C0014,P0367,core_complete,2025-05-31
E00110,C0010,P0386,contract_start,2025-10-01
E00110,C0010,P0386,kickoff,2025-10-08
E00110,C0010,P0386,first_login,2025-10-14
E00110,C0010,P0386,first_value,2025-11-03
E00110,C0010,P0386,core_complete,2025-11-13
E00111,C0094,P0210,contract_start,2025-02-01
E00111,C0094,P0210,kickoff,2025-02-16
E00111,C0094,P0210,first_login,2025-02-09
E00111,C0094,P0210,first_value,2025-03-08
E00111,C0094,P0210,core_complete,2025-06-04
E00112,C0017,P0227,contract_start,2025-08-01
E00112,C0017,P0227,kickoff,2025-08-06
E00112,C0017,P0227,first_login,2025-08-31
E00112,C0017,P0227,first_value,2025-10-12
E00112,C0017,P0227,core_complete,2025-10-26
E00113,C0090,P0162,contract_start,2025-11-01
E00113,C0090,P0162,kickoff,2025-11-15
E00113,C0090,P0162,first_login,2025-11-12
E00113,C0090,P0162,first_value,2025-11-29
E00113,C0090,P0162,core_complete,2026-02-14
E00114,C0070,P0389,contract_start,2025-02-01
E00114,C0070,P0389,kickoff,2025-02-12
E00114,C0070,P0389,first_login,2025-02-19
E00114,C0070,P0389,first_value,2025-03-11
E00114,C0070,P0389,core_complete,2025-06-03
E00115,C0073,P0030,contract_start,2025-10-01
E00115,C0073,P0030,kickoff,2025-10-17
E00115,C0073,P0030,first_login,2025-10-19
E00115,C0073,P0030,first_value,2025-11-29
E00115,C0073,P0030,core_complete,2026-01-20
E00116,C0046,P0161,contract_start,2025-10-01
E00116,C0046,P0161,kickoff,2025-10-08
E00116,C0046,P0161,first_login,2025-10-23
E00116,C0046,P0161,first_value,2025-10-22
E00116,C0046,P0161,core_complete,2025-12-15
E00117,C0059,P0229,contract_start,2025-04-01
E00117,C0059,P0229,kickoff,2025-04-17
E00117,C0059,P0229,first_login,2025-04-11
E00117,C0059,P0229,first_value,2025-05-06
E00117,C0059,P0229,core_complete,2025-06-12
E00118,C0053,P0455,contract_start,2025-09-01
E00118,C0053,P0455,kickoff,2025-09-14
E00118,C0053,P0455,first_login,2025-10-06
E00118,C0053,P0455,first_value,2025-09-15
E00119,C0016,P0172,contract_start,2025-04-01
E00119,C0016,P0172,kickoff,2025-04-05
E00119,C0016,P0172,first_login,2025-04-17
E00119,C0016,P0172,first_value,2025-06-15
E00119,C0016,P0172,core_complete,2025-08-25
E00120,C0096,P0277,contract_start,2025-11-01
E00120,C0096,P0277,kickoff,2025-11-15
E00120,C0096,P0277,first_login,2025-11-11
E00120,C0096,P0277,first_value,2025-12-05
E00120,C0096,P0277,core_complete,2025-12-24
E00121,C0068,P0388,contract_start,2025-08-01
E00121,C0068,P0388,kickoff,2025-08-04
E00121,C0068,P0388,first_login,2025-08-27
E00121,C0068,P0388,first_value,2025-10-08
E00121,C0068,P0388,core_complete,2025-10-31
E00122,C0040,P0397,contract_start,2025-08-01
E00123,C0077,P0431,contract_start,2025-08-01
E00123,C0077,P0431,kickoff,2025-08-22
E00123,C0077,P0431,first_login,2025-08-22
E00123,C0077,P0431,first_value,2025-08-21
E00123,C0077,P0431,core_complete,2025-10-28
E00124,C0031,P0388,contract_start,2025-08-01
E00124,C0031,P0388,kickoff,2025-09-08
E00125,C0056,P0121,contract_start,2025-09-01
E00125,C0056,P0121,kickoff,2025-09-11
E00125,C0056,P0121,first_login,2025-10-04
E00125,C0056,P0121,first_value,2025-09-30
E00125,C0056,P0121,core_complete,2025-11-10
E00126,C0029,P0267,contract_start,2025-04-01
E00126,C0029,P0267,kickoff,2025-04-06
E00126,C0029,P0267,first_login,2025-04-27
E00126,C0029,P0267,first_value,2025-04-29
E00126,C0029,P0267,core_complete,2025-06-09
E00127,C0029,P0185,contract_start,2025-08-01
E00127,C0029,P0185,kickoff,2025-08-06
E00127,C0029,P0185,first_login,2025-08-13
E00127,C0029,P0185,first_value,2025-09-16
E00127,C0029,P0185,core_complete,2025-11-09
E00128,C0075,P0042,contract_start,2025-11-01
E00128,C0075,P0042,kickoff,2025-11-16
E00128,C0075,P0042,first_login,2025-12-05
E00128,C0075,P0042,first_value,2025-11-23
E00128,C0075,P0042,core_complete,2025-12-28
E00129,C0079,P0040,contract_start,2025-02-01
E00129,C0079,P0040,kickoff,2025-02-16
E00129,C0079,P0040,first_login,2025-02-10
E00129,C0079,P0040,first_value,2025-03-19
E00129,C0079,P0040,core_complete,2025-05-11
E00130,C0006,P0300,contract_start,2025-06-01
E00130,C0006,P0300,kickoff,2025-06-20
