entitlement_id,cust_id,product_id,feature_id,month,is_active,usage_events,active_users
E00002,C0013,P0405,F01622,2026-01-01,False,0,0
E00002,C0013,P0405,F01622,2026-02-01,False,0,0
E00002,C0013,P0405,F01622,2026-03-01,False,0,0
E00002,C0013,P0405,F01623,2025-06-01,False,0,0
E00002,C0013,P0405,F01623,2025-07-01,False,0,0
E00002,C0013,P0405,F01623,2025-08-01,False,0,0
E00002,C0013,P0405,F01623,2025-09-01,False,0,0
E00002,C0013,P0405,F01623,2025-10-01,False,0,0
E00002,C0013,P0405,F01623,2025-11-01,False,0,0
E00002,C0013,P0405,F01623,2025-12-01,False,0,0
E00002,C0013,P0405,F01623,2026-01-01,False,0,0
E00002,C0013,P0405,F01623,2026-02-01,True,384,44
E00002,C0013,P0405,F01623,2026-03-01,True,314,13
E00003,C0047,P0249,F00986,2025-06-01,False,0,0
E00003,C0047,P0249,F00986,2025-07-01,True,796,18
E00003,C0047,P0249,F00986,2025-08-01,True,926,3
E00003,C0047,P0249,F00986,2025-09-01,False,0,0
E00003,C0047,P0249,F00986,2025-10-01,True,151,7
E00003,C0047,P0249,F00986,2025-11-01,True,79,11
E00003,C0047,P0249,F00986,2025-12-01,True,162,28
E00003,C0047,P0249,F00986,2026-01-01,True,186,8
E00003,C0047,P0249,F00987,2025-06-01,False,0,0
E00003,C0047,P0249,F00987,2025-07-01,False,0,0
E00003,C0047,P0249,F00987,2025-08-01,False,0,0
E00003,C0047,P0249,F00987,2025-09-01,False,0,0
E00003,C0047,P0249,F00987,2025-10-01,False,0,0
E00003,C0047,P0249,F00987,2025-11-01,False,0,0
E00003,C0047,P0249,F00987,2025-12-01,False,0,0
E00003,C0047,P0249,F00987,2026-01-01,False,0,0
E00003,C0047,P0249,F00988,2025-06-01,False,0,0
E00003,C0047,P0249,F00988,2025-07-01,False,0,0
E00003,C0047,P0249,F00988,2025-08-01,False,0,0
E00003,C0047,P0249,F00988,2025-09-01,False,0,0
E00003,C0047,P0249,F00988,2025-10-01,False,0,0
E00003,C0047,P0249,F00988,2025-11-01,False,0,0
E00003,C0047,P0249,F00988,2025-12-01,False,0,0
E00003,C0047,P0249,F00988,2026-01-01,False,0,0
E00003,C0047,P0249,F00989,2025-06-01,False,0,0
E00003,C0047,P0249,F00989,2025-07-01,False,0,0
E00003,C0047,P0249,F00989,2025-08-01,False,0,0
E00003,C0047,P0249,F00989,2025-09-01,False,0,0
E00003,C0047,P0249,F00989,2025-10-01,False,0,0
E00003,C0047,P0249,F00989,2025-11-01,False,0,0
E00003,C0047,P0249,F00989,2025-12-01,False,0,0
E00003,C0047,P0249,F00989,2026-01-01,False,0,0
E00003,C0047,P0249,F00990,2025-06-01,False,0,0
E00003,C0047,P0249,F00990,2025-07-01,True,649,4
E00003,C0047,P0249,F00990,2025-08-01,True,73,12
E00003,C0047,P0249,F00990,2025-09-01,True,445,18
E00003,C0047,P0249,F00990,2025-10-01,True,535,13
E00003,C0047,P0249,F01746,2025-11-01,True,205,12
E00003,C0047,P0249,F00990,2025-12-01,True,456,6
E00003,C0047,P0249,F00990,2026-01-01,True,1192,15
E00004,C0037,P0444,F01776,2025-06-01,False,0,0
E00004,C0037,P0444,F01776,2025-07-01,True,153,18
E00004,C0037,P0444,F01776,2025-08-01,True,713,14
E00004,C0037,P0444,F01776,2025-09-01,True,301,6
E00004,C0037,P0444,F01776,2025-10-01,True,345,13
E00004,C0037,P0444,F01776,2025-11-01,True,370,27
E00004,C0037,P0444,F01776,2025-12-01,True,574,5
E00004,C0037,P0444,F01777,2025-06-01,False,0,0
E00004,C0037,P0444,F01777,2025-07-01,True,138,15
E00004,C0037,P0444,F01777,2025-08-01,True,306,17
E00004,C0037,P0444,F01777,2025-09-01,True,518,10
E00004,C0037,P0444,F01777,2025-10-01,True,174,3
E00004,C0037,P0444,F01777,2025-11-01,True,430,4
E00004,C0037,P0444,F01777,2025-12-01,True,168,12
E00004,C0037,P0444,F01778,2025-06-01,False,0,0
E00004,C0037,P0444,F01778,2025-07-01,False,0,0
E00004,C0037,P0444,F01778,2025-08-01,True,383,4
E00004,C0037,P0444,F01778,2025-09-01,True,768,21
E00004,C0037,P0444,F01778,2025-10-01,True,533,15
E00004,C0037,P0444,F01778,2025-11-01,True,533,20
E00004,C0037,P0444,F01778,2025-12-01,True,584,6
E00004,C0037,P0444,F01779,2025-06-01,False,0,0
E00004,C0037,P0444,F01779,2025-07-01,False,0,0
E00004,C0037,P0444,F01779,2025-08-01,False,0,0
E00004,C0037,P0444,F01779,2025-09-01,False,0,0
E00004,C0037,P0444,F01779,2025-10-01,False,0,0
E00004,C0037,P0444,F01779,2025-11-01,True,303,41
E00004,C0037,P0444,F01779,2025-12-01,True,50,7
E00004,C0037,P0444,F01780,2025-06-01,False,0,0
E00004,C0037,P0444,F01780,2025-07-01,False,0,0
E00004,C0037,P0444,F01780,2025-08-01,False,0,0
E00004,C0037,P0444,F01780,2025-09-01,False,0,0
E00004,C0037,P0444,F01780,2025-10-01,False,0,0
E00004,C0037,P0444,F01780,2025-11-01,False,0,0
E00004,C0037,P0444,F01780,2025-12-01,False,0,0
E00005,C0007,P0454,F01818,2025-06-01,True,771,6
E00005,C0007,P0454,F01818,2025-07-01,True,595,11
E00005,C0007,P0454,F01818,2025-08-01,True,210,2
E00005,C0007,P0454,F01818,2025-09-01,False,0,0
E00005,C0007,P0454,F01818,2025-10-01,False,0,0
E00005,C0007,P0454,F01818,2025-11-01,False,0,0
E00005,C0007,P0454,F01818,2025-12-01,False,0,0
E00005,C0007,P0454,F01818,2026-01-01,False,0,0
E00005,C0007,P0454,F01818,2026-02-01,False,0,0
E00005,C0007,P0454,F00225,2026-03-01,True,0,0
E00005,C0007,P0454,F01818,2026-04-01,False,0,0
E00005,C0007,P0454,F01818,2026-05-01,False,0,0
E00005,C0007,P0454,F01819,2025-06-01,False,0,0
E00005,C0007,P0454,F01819,2025-07-01,False,0,0
E00005,C0007,P0454,F01819,2025-08-01,False,0,0
E00005,C0007,P0454,F01819,2025-09-01,False,0,0
E00005,C0007,P0454,F01819,2025-10-01,False,0,0
E00005,C0007,P0454,F01819,2025-11-01,False,0,0
E00005,C0007,P0454,F01819,2025-12-01,False,0,0
E00005,C0007,P0454,F01819,2026-01-01,False,0,0
E00005,C0007,P0454,F01819,2026-02-01,False,0,0
E00005,C0007,P0454,F01819,2026-03-01,False,0,0
E00005,C0007,P0454,F01819,2026-04-01,False,0,0
E00005,C0007,P0454,F01819,2026-05-01,False,0,0
E00005,C0007,P0454,F01820,2025-06-01,False,0,0
E00005,C0007,P0454,F01820,2025-07-01,False,0,0
E00005,C0007,P0454,F01820,2025-08-01,False,0,0
E00005,C0007,P0454,F01820,2025-09-01,False,0,0
E00005,C0007,P0454,F01820,2025-10-01,False,0,0
E00005,C0007,P0454,F01820,2025-11-01,False,0,0
E00005,C0007,P0454,F01820,2025-12-01,False,0,0
E00005,C0007,P0454,F01820,2026-01-01,False,0,0
E00005,C0007,P0454,F01820,2026-02-01,False,0,0
E00005,C0007,P0454,F01820,2026-03-01,False,0,0
E00005,C0007,P0454,F00793,2026-04-01,True,0,0
E00005,C0007,P0454,F01820,2026-05-01,False,0,0
E00005,C0007,P0454,F01821,2025-06-01,False,0,0
E00005,C0007,P0454,F01821,2025-07-01,False,0,0
E00005,C0007,P0454,F01821,2025-08-01,False,0,0
E00005,C0007,P0454,F01821,2025-09-01,False,0,0
E00005,C0007,P0454,F01821,2025-10-01,False,0,0
E00005,C0007,P0454,F01821,2025-11-01,False,0,0
E00005,C0007,P0454,F01821,2025-12-01,False,0,0
E00005,C0007,P0454,F01821,2026-01-01,False,0,0
E00005,C0007,P0454,F01821,2026-02-01,False,0,0
E00005,C0007,P0454,F01694,2026-03-01,True,0,0
E00005,C0007,P0454,F01821,2026-04-01,False,0,0
E00005,C0007,P0454,F01821,2026-05-01,False,0,0
E00005,C0007,P0454,F01822,2025-06-01,False,0,0
E00005,C0007,P0454,F01822,2025-07-01,False,0,0
E00005,C0007,P0454,F01822,2025-08-01,False,0,0
E00005,C0007,P0454,F01822,2025-09-01,False,0,0
E00005,C0007,P0454,F01822,2025-10-01,False,0,0
E00005,C0007,P0454,F01822,2025-11-01,False,0,0
E00005,C0007,P0454,F01822,2025-12-01,False,0,0
E00005,C0007,P0454,F01822,2026-01-01,False,0,0
E00005,C0007,P0454,F01822,2026-02-01,False,0,0
E00005,C0007,P0454,F01822,2026-03-01,False,0,0
E00005,C0007,P0454,F01822,2026-04-01,False,0,0
E00005,C0007,P0454,F01822,2026-05-01,False,0,0
E00006,C0001,P0293,F01168,2025-11-01,False,0,0
E00006,C0001,P0293,F01168,2025-12-01,True,422,6
E00006,C0001,P0293,F01168,2026-01-01,True,335,15
E00006,C0001,P0293,F01168,2026-02-01,True,671,7
E00006,C0001,P0293,F01168,2026-03-01,True,210,4
E00006,C0001,P0293,F01168,2026-04-01,True,694,38
E00006,C0001,P0293,F01168,2026-05-01,True,745,24
E00006,C0001,P0293,F01168,2026-06-01,True,200,14
E00006,C0001,P0293,F01168,2026-07-01,True,633,4
E00006,C0001,P0293,F01168,2026-08-01,False,0,0
E00006,C0001,P0293,F01169,2025-11-01,False,0,0
E00006,C0001,P0293,F01169,2025-12-01,False,0,0
E00006,C0001,P0293,F01169,2026-01-01,False,0,0
E00006,C0001,P0293,F01169,2026-02-01,False,0,0
E00006,C0001,P0293,F01169,2026-03-01,False,0,0
E00006,C0001,P0293,F01169,2026-04-01,False,0,0
E00006,C0001,P0293,F01169,2026-05-01,False,0,0
E00006,C0001,P0293,F01169,2026-06-01,False,0,0
E00006,C0001,P0293,F01169,2026-07-01,False,0,0
E00006,C0001,P0293,F01169,2026-08-01,False,0,0
E00006,C0001,P0293,F01170,2025-11-01,False,0,0
E00006,C0001,P0293,F01170,2025-12-01,False,0,0
E00006,C0001,P0293,F01170,2026-01-01,False,0,0
E00006,C0001,P0293,F01170,2026-02-01,False,0,0
E00006,C0001,P0293,F01170,2026-03-01,False,0,0
E00006,C0001,P0293,F01170,2026-04-01,False,0,0
E00006,C0001,P0293,F01170,2026-05-01,False,0,0
E00006,C0001,P0293,F01170,2026-06-01,False,0,0
E00006,C0001,P0293,F01170,2026-07-01,True,1053,3
E00006,C0001,P0293,F01170,2026-08-01,True,947,3
E00006,C0001,P0293,F01171,2025-11-01,False,0,0
E00006,C0001,P0293,F01171,2025-12-01,False,0,0
E00006,C0001,P0293,F01171,2026-01-01,False,0,0
E00006,C0001,P0293,F01171,2026-02-01,False,0,0
E00006,C0001,P0293,F01171,2026-03-01,True,152,15
E00006,C0001,P0293,F01171,2026-04-01,True,386,8
E00006,C0001,P0293,F01171,2026-05-01,True,1026,4
E00006,C0001,P0293,F01171,2026-06-01,True,325,16
E00006,C0001,P0293,F01171,2026-07-01,True,452,6
E00006,C0001,P0293,F01171,2026-08-01,False,0,0
E00007,C0096,P0047,F00178,2025-09-01,False,0,0
E00007,C0096,P0047,F00178,2025-10-01,True,223,19
E00007,C0096,P0047,F00178,2025-11-01,True,686,13
E00007,C0096,P0047,F00178,2025-12-01,True,178,7
E00007,C0096,P0047,F00178,2026-01-01,True,360,11
E00007,C0096,P0047,F00178,2026-02-01,True,545,9
E00007,C0096,P0047,F00178,2026-03-01,True,654,18
E00007,C0096,P0047,F00178,2026-04-01,True,876,11
E00007,C0096,P0047,F00178,2026-05-01,True,466,10
E00007,C0096,P0047,F00178,2026-06-01,True,179,37
E00007,C0096,P0047,F00178,2026-07-01,True,803,18
E00007,C0096,P0047,F00178,2026-08-01,True,363,5
E00007,C0096,P0047,F00179,2025-09-01,False,0,0
E00007,C0096,P0047,F00179,2025-10-01,False,0,0
E00007,C0096,P0047,F00179,2025-11-01,True,719,9
E00007,C0096,P0047,F00179,2025-12-01,True,496,7
E00007,C0096,P0047,F00179,2026-01-01,False,0,0
E00007,C0096,P0047,F00179,2026-02-01,True,440,7
E00007,C0096,P0047,F00179,2026-03-01,True,248,12
E00007,C0096,P0047,F00179,2026-04-01,True,89,3
E00007,C0096,P0047,F00179,2026-05-01,True,198,9
E00007,C0096,P0047,F00179,2026-06-01,True,668,9
E00007,C0096,P0047,F00179,2026-07-01,True,361,8
E00007,C0096,P0047,F00179,2026-08-01,False,0,0
E00007,C0096,P0047,F00180,2025-09-01,False,0,0
E00007,C0096,P0047,F00180,2025-10-01,False,0,0
E00007,C0096,P0047,F00221,2025-11-01,True,0,0
E00007,C0096,P0047,F00180,2025-12-01,False,0,0
E00007,C0096,P0047,F00180,2026-01-01,False,0,0
E00007,C0096,P0047,F00180,2026-02-01,True,466,5
E00007,C0096,P0047,F00180,2026-03-01,True,336,14
E00007,C0096,P0047,F00180,2026-04-01,True,434,11
E00007,C0096,P0047,F00180,2026-05-01,True,373,15
E00007,C0096,P0047,F00180,2026-06-01,True,1381,6
E00007,C0096,P0047,F00180,2026-07-01,True,1406,5
E00007,C0096,P0047,F00180,2026-08-01,True,33,7
E00008,C0097,P0378,F01514,2025-06-01,True,472,33
E00008,C0097,P0378,F01514,2025-07-01,True,166,15
E00008,C0097,P0378,F01514,2025-08-01,True,104,32
E00008,C0097,P0378,F01514,2025-09-01,True,814,7
E00008,C0097,P0378,F01514,2025-10-01,True,901,10
E00008,C0097,P0378,F01514,2025-11-01,True,842,11
E00008,C0097,P0378,F01514,2025-12-01,True,380,7
E00008,C0097,P0378,F01514,2026-01-01,True,573,11
E00008,C0097,P0378,F01514,2026-02-01,True,533,3
E00008,C0097,P0378,F01514,2026-03-01,False,0,0
E00008,C0097,P0378,F01514,2026-04-01,False,0,0
E00008,C0097,P0378,F01515,2025-06-01,False,0,0
E00008,C0097,P0378,F01515,2025-07-01,False,0,0
E00008,C0097,P0378,F01515,2025-08-01,False,0,0
E00008,C0097,P0378,F01515,2025-09-01,False,0,0
E00008,C0097,P0378,F01515,2025-10-01,False,0,0
E00008,C0097,P0378,F01515,2025-11-01,False,0,0
E00008,C0097,P0378,F01515,2025-12-01,False,0,0
E00008,C0097,P0378,F01515,2026-01-01,False,0,0
E00008,C0097,P0378,F01515,2026-02-01,False,0,0
E00008,C0097,P0378,F01515,2026-03-01,False,0,0
E00008,C0097,P0378,F01515,2026-04-01,False,0,0
E00008,C0097,P0378,F01516,2025-06-01,False,0,0
E00008,C0097,P0378,F01516,2025-07-01,False,0,0
E00008,C0097,P0378,F01516,2025-08-01,False,0,0
E00008,C0097,P0378,F01516,2025-09-01,False,0,0
E00008,C0097,P0378,F01516,2025-10-01,False,0,0
E00008,C0097,P0378,F01516,2025-11-01,False,0,0
E00008,C0097,P0378,F01516,2025-12-01,False,0,0
E00008,C0097,P0378,F01516,2026-01-01,False,0,0
E00008,C0097,P0378,F01516,2026-02-01,False,0,0
E00008,C0097,P0378,F01516,2026-03-01,False,0,0
E00008,C0097,P0378,F01516,2026-04-01,False,0,0
E00008,C0097,P0378,F01517,2025-06-01,False,0,0
E00008,C0097,P0378,F01517,2025-07-01,False,0,0
E00008,C0097,P0378,F01517,2025-08-01,False,0,0
E00008,C0097,P0378,F01517,2025-09-01,False,0,0
E00008,C0097,P0378,F01517,2025-10-01,True,862,28
E00008,C0097,P0378,F01517,2025-11-01,True,400,36
E00008,C0097,P0378,F01517,2025-12-01,True,1125,16
E00008,C0097,P0378,F01517,2026-01-01,True,908,21
E00008,C0097,P0378,F01517,2026-02-01,True,59,9
E00008,C0097,P0378,F01517,2026-03-01,True,610,29
E00008,C0097,P0378,F01517,2026-04-01,True,97,2
E00009,C0016,P0112,F00433,2025-11-01,False,0,0
E00009,C0016,P0112,F00433,2025-12-01,True,351,2
E00009,C0016,P0112,F00433,2026-01-01,True,341,14
E00009,C0016,P0112,F00433,2026-02-01,True,159,10
E00009,C0016,P0112,F00433,2026-03-01,False,0,0
E00009,C0016,P0112,F00433,2026-04-01,True,710,7
E00009,C0016,P0112,F00433,2026-05-01,True,184,10
E00009,C0016,P0112,F00433,2026-06-01,True,144,35
E00009,C0016,P0112,F00433,2026-07-01,True,376,6
E00009,C0016,P0112,F00433,2026-08-01,False,0,0
E00009,C0016,P0112,F00434,2025-11-01,False,0,0
E00009,C0016,P0112,F00434,2025-12-01,False,0,0
E00009,C0016,P0112,F00434,2026-01-01,True,430,10
E00009,C0016,P0112,F00434,2026-02-01,True,307,7
E00009,C0016,P0112,F00434,2026-03-01,True,226,3
E00009,C0016,P0112,F00434,2026-04-01,True,908,16
E00009,C0016,P0112,F00434,2026-05-01,True,462,10
E00009,C0016,P0112,F00434,2026-06-01,True,156,6
E00009,C0016,P0112,F00434,2026-07-01,True,92,6
E00009,C0016,P0112,F00434,2026-08-01,False,0,0
E00009,C0016,P0112,F00435,2025-11-01,False,0,0
E00009,C0016,P0112,F00435,2025-12-01,True,137,30
E00009,C0016,P0112,F00435,2026-01-01,True,678,11
E00009,C0016,P0112,F00435,2026-02-01,True,172,4
E00009,C0016,P0112,F00435,2026-03-01,True,315,20
E00009,C0016,P0112,F00435,2026-04-01,True,95,16
E00009,C0016,P0112,F00435,2026-05-01,True,211,7
E00009,C0016,P0112,F00435,2026-06-01,True,380,5
E00009,C0016,P0112,F00435,2026-07-01,True,302,5
E00009,C0016,P0112,F00435,2026-08-01,False,0,0
E00010,C0046,P0131,F00507,2025-06-01,False,0,0
E00010,C0046,P0131,F00507,2025-07-01,False,0,0
E00010,C0046,P0131,F00507,2025-08-01,True,226,18
E00010,C0046,P0131,F00507,2025-09-01,True,395,18
E00010,C0046,P0131,F00507,2025-10-01,True,208,16
E00010,C0046,P0131,F00507,2025-11-01,True,71,11
E00010,C0046,P0131,F00507,2025-12-01,True,579,2
E00010,C0046,P0131,F00507,2026-01-01,True,210,11
E00010,C0046,P0131,F00507,2026-02-01,False,0,0
E00010,C0046,P0131,F00508,2025-06-01,False,0,0
E00010,C0046,P0131,F00508,2025-07-01,False,0,0
E00010,C0046,P0131,F00508,2025-08-01,False,0,0
E00010,C0046,P0131,F00508,2025-09-01,False,0,0
E00010,C0046,P0131,F00508,2025-10-01,False,0,0
E00010,C0046,P0131,F00508,2025-11-01,False,0,0
E00010,C0046,P0131,F00508,2025-12-01,False,0,0
E00010,C0046,P0131,F00508,2026-01-01,False,0,0
E00010,C0046,P0131,F00508,2026-02-01,False,0,0
E00010,C0046,P0131,F00509,2025-06-01,False,0,0
E00010,C0046,P0131,F00509,2025-07-01,False,0,0
E00010,C0046,P0131,F00509,2025-08-01,False,0,0
E00010,C0046,P0131,F00509,2025-09-01,False,0,0
E00010,C0046,P0131,F00509,2025-10-01,False,0,0
E00010,C0046,P0131,F00509,2025-11-01,False,0,0
E00010,C0046,P0131,F00509,2025-12-01,False,0,0
E00010,C0046,P0131,F00509,2026-01-01,True,733,7
E00010,C0046,P0131,F00509,2026-02-01,True,538,26
E00010,C0046,P0131,F00510,2025-06-01,False,0,0
E00010,C0046,P0131,F00510,2025-07-01,False,0,0
E00010,C0046,P0131,F00510,2025-08-01,False,0,0
E00010,C0046,P0131,F00510,2025-09-01,False,0,0
E00010,C0046,P0131,F00510,2025-10-01,False,0,0
E00010,C0046,P0131,F00510,2025-11-01,False,0,0
E00010,C0046,P0131,F00510,2025-12-01,False,0,0
E00010,C0046,P0131,F00510,2026-01-01,False,0,0
E00010,C0046,P0131,F00510,2026-02-01,False,0,0
E00010,C0046,P0131,F00511,2025-06-01,True,556,9
E00010,C0046,P0131,F00511,2025-07-01,False,0,0
E00010,C0046,P0131,F00511,2025-08-01,True,482,7
E00010,C0046,P0131,F00511,2025-09-01,False,0,0
E00010,C0046,P0131,F00511,2025-10-01,True,391,9
E00010,C0046,P0131,F00511,2025-11-01,True,471,8
E00010,C0046,P0131,F00511,2025-12-01,True,490,8
E00010,C0046,P0131,F00511,2026-01-01,True,673,8
E00010,C0046,P0131,F00511,2026-02-01,True,38,5
E00011,C0029,P0217,F00856,2025-06-01,True,371,30
E00011,C0029,P0217,F00856,2025-07-01,True,656,1
E00011,C0029,P0217,F00856,2025-08-01,True,86,22
E00011,C0029,P0217,F00856,2025-09-01,True,577,40
E00011,C0029,P0217,F00856,2025-10-01,True,251,5
E00011,C0029,P0217,F00856,2025-11-01,True,387,7
E00011,C0029,P0217,F00856,2025-12-01,True,747,7
E00011,C0029,P0217,F00856,2026-01-01,True,295,5
E00011,C0029,P0217,F00856,2026-02-01,True,626,5
E00011,C0029,P0217,F00856,2026-03-01,True,497,33
E00011,C0029,P0217,F00856,2026-04-01,True,57,27
E00011,C0029,P0217,F00857,2025-06-01,False,0,0
E00011,C0029,P0217,F00857,2025-07-01,False,0,0
E00011,C0029,P0217,F00857,2025-08-01,False,0,0
E00011,C0029,P0217,F00857,2025-09-01,False,0,0
E00011,C0029,P0217,F00857,2025-10-01,False,0,0
E00011,C0029,P0217,F00857,2025-11-01,False,0,0
E00011,C0029,P0217,F00857,2025-12-01,False,0,0
E00011,C0029,P0217,F00857,2026-01-01,False,0,0
E00011,C0029,P0217,F00857,2026-02-01,False,0,0
E00011,C0029,P0217,F00857,2026-03-01,False,0,0
E00011,C0029,P0217,F00857,2026-04-01,False,0,0
E00011,C0029,P0217,F00858,2025-06-01,False,0,0
E00011,C0029,P0217,F00858,2025-07-01,False,0,0
E00011,C0029,P0217,F00858,2025-08-01,False,0,0
E00011,C0029,P0217,F00858,2025-09-01,False,0,0
E00011,C0029,P0217,F00858,2025-10-01,False,0,0
E00011,C0029,P0217,F00858,2025-11-01,False,0,0
E00011,C0029,P0217,F00858,2025-12-01,False,0,0
E00011,C0029,P0217,F00858,2026-01-01,False,0,0
E00011,C0029,P0217,F01222,2026-02-01,True,0,0
E00011,C0029,P0217,F00858,2026-03-01,False,0,0
E00011,C0029,P0217,F00858,2026-04-01,False,0,0
E00011,C0029,P0217,F00859,2025-06-01,False,0,0
E00011,C0029,P0217,F00859,2025-07-01,False,0,0
E00011,C0029,P0217,F00859,2025-08-01,False,0,0
E00011,C0029,P0217,F00859,2025-09-01,False,0,0
E00011,C0029,P0217,F00859,2025-10-01,False,0,0
E00011,C0029,P0217,F00859,2025-11-01,False,0,0
E00011,C0029,P0217,F00859,2025-12-01,False,0,0
E00011,C0029,P0217,F00859,2026-01-01,False,0,0
E00011,C0029,P0217,F00859,2026-02-01,False,0,0
E00011,C0029,P0217,F00859,2026-03-01,False,0,0
E00011,C0029,P0217,F01985,2026-04-01,True,0,0
E00011,C0029,P0217,F00860,2025-06-01,False,0,0
E00011,C0029,P0217,F00860,2025-07-01,True,452,4
E00011,C0029,P0217,F00860,2025-08-01,True,398,17
E00011,C0029,P0217,F00860,2025-09-01,True,184,15
E00011,C0029,P0217,F00860,2025-10-01,True,1030,7
E00011,C0029,P0217,F00860,2025-11-01,True,151,10
E00011,C0029,P0217,F00860,2025-12-01,True,382,22
E00011,C0029,P0217,F00860,2026-01-01,True,323,8
E00011,C0029,P0217,F00860,2026-02-01,True,147,2
E00011,C0029,P0217,F00860,2026-03-01,True,108,3
E00011,C0029,P0217,F00860,2026-04-01,True,297,3
E00012,C0012,P0367,F01467,2025-06-01,False,0,0
E00012,C0012,P0367,F01467,2025-07-01,False,0,0
E00012,C0012,P0367,F01467,2025-08-01,False,0,0
E00012,C0012,P0367,F01467,2025-09-01,False,0,0
E00012,C0012,P0367,F01467,2025-10-01,False,0,0
E00012,C0012,P0367,F01467,2025-11-01,False,0,0
E00012,C0012,P0367,F01467,2025-12-01,False,0,0
E00012,C0012,P0367,F01467,2026-01-01,False,0,0
E00012,C0012,P0367,F01467,2026-02-01,False,0,0
E00012,C0012,P0367,F01467,2026-03-01,False,0,0
E00012,C0012,P0367,F01468,2025-06-01,False,0,0
E00012,C0012,P0367,F01468,2025-07-01,False,0,0
E00012,C0012,P0367,F01468,2025-08-01,False,0,0
E00012,C0012,P0367,F01468,2025-09-01,False,0,0
E00012,C0012,P0367,F01468,2025-10-01,False,0,0
E00012,C0012,P0367,F01468,2025-11-01,False,0,0
E00012,C0012,P0367,F01468,2025-12-01,False,0,0
