entitlement_id,cust_id,product_id,month,consumed_units,licensed_amount_month
E00006,C0001,P0293,2026-04-01,30.73,50.0
E00006,C0001,P0293,2026-05-01,29.11,50.0
E00006,C0001,P0293,2026-06-01,33.91,50.0
E00006,C0001,P0293,2026-07-01,30.3,50.0
E00006,C0001,P0293,2026-08-01,17.06,50.0
E00007,C0096,P0047,2025-09-01,80.4,500.0
E00007,C0096,P0047,2025-10-01,176.4,500.0
E00007,C0096,P0047,2025-11-01,249.4,500.0
E00007,C0096,P0047,2025-12-01,298.15,500.0
E00007,C0096,P0047,2026-01-01,507.2,500.0
E00007,C0096,P0047,2026-02-01,467.8,500.0
E00007,C0096,P0047,2026-03-01,343.4,500.0
E00007,C0096,P0047,2026-04-01,322.0,500.0
E00007,C0096,P0047,2026-05-01,396.9,500.0
E00007,C0096,P0047,2026-06-01,457.4,500.0
E00007,C0096,P0047,2026-07-01,419.9,500.0
E00007,C0096,P0047,2026-08-01,132.46,500.0
E00008,C0097,P0378,2025-06-01,1064.5,5000.0
E00008,C0097,P0378,2025-07-01,1377.0,5000.0
E00008,C0097,P0378,2025-08-01,2748.0,5000.0
E00008,C0097,P0378,2025-09-01,4652.0,5000.0
E00008,C0097,P0378,2025-10-01,3115.0,5000.0
E00008,C0097,P0378,2025-11-01,3741.0,5000.0
E00008,C0097,P0378,2025-12-01,4887.5,5000.0
E00008,C0097,P0378,2026-01-01,4450.5,5000.0
E00008,C0097,P0378,2026-02-01,4093.5,5000.0
E00008,C0097,P0378,2026-03-01,4276.5,5000.0
E00008,C0097,P0378,2026-04-01,3027.0,5000.0
E00009,C0016,P0112,2025-11-01,46.32,200.0
E00009,C0016,P0112,2025-12-01,65.32,200.0
E00009,C0016,P0112,2026-01-01,116.0,200.0
E00009,C0016,P0112,2026-02-01,195.88,200.0
E00009,C0016,P0112,2026-03-01,190.82,200.0
E00009,C0016,P0112,2026-04-01,166.7,200.0
E00009,C0016,P0112,2026-05-01,130.72,200.0
E00009,C0016,P0112,2026-06-01,157.28,200.0
E00009,C0016,P0112,2026-07-01,196.66,200.0
E00009,C0016,P0112,2026-08-01,61.13,200.0
E00010,C0046,P0131,2025-06-01,38.68,250.0
E00010,C0046,P0131,2025-07-01,79.78,250.0
E00010,C0046,P0131,2025-08-01,118.22,250.0
E00010,C0046,P0131,2025-09-01,209.68,250.0
E00010,C0046,P0131,2025-10-01,270.2,250.0
E00010,C0046,P0131,2025-11-01,213.0,250.0
E00010,C0046,P0131,2025-12-01,261.32,250.0
E00010,C0046,P0131,2026-01-01,234.2,250.0
E00010,C0046,P0131,2026-02-01,170.17,250.0
E00011,C0029,P0217,2025-06-01,48.12,250.0
E00011,C0029,P0217,2025-07-01,102.92,250.0
E00011,C0029,P0217,2025-08-01,151.6,250.0
E00011,C0029,P0217,2025-09-01,155.28,250.0
E00011,C0029,P0217,2025-10-01,183.38,250.0
E00011,C0029,P0217,2025-11-01,260.2,250.0
E00011,C0029,P0217,2025-12-01,175.75,250.0
E00011,C0029,P0217,2026-01-01,168.5,250.0
E00011,C0029,P0217,2026-02-01,215.07,250.0
E00011,C0029,P0217,2026-03-01,144.15,250.0
E00011,C0029,P0217,2026-04-01,186.72,250.0
E00013,C0084,P0340,2025-06-01,2.06,10.0
E00013,C0084,P0340,2025-07-01,4.76,10.0
E00013,C0084,P0340,2025-08-01,5.37,10.0
E00013,C0084,P0340,2025-09-01,8.62,10.0
E00013,C0084,P0340,2025-10-01,5.77,10.0
E00013,C0084,P0340,2025-11-01,7.26,10.0
E00014,C0071,P0197,2025-10-01,1407.02,400.0
E00014,C0071,P0197,2025-11-01,1418.6,400.0
E00014,C0071,P0197,2025-12-01,1408.49,400.0
E00015,C0064,P0351,2025-11-01,104.1,500.0
E00015,C0064,P0351,2025-12-01,172.15,500.0
E00015,C0064,P0351,2026-01-01,383.8,500.0
E00015,C0064,P0351,2026-02-01,339.7,500.0
E00015,C0064,P0351,2026-03-01,501.1,500.0
E00015,C0064,P0351,2026-04-01,308.15,500.0
E00015,C0064,P0351,2026-05-01,327.6,500.0
E00015,C0064,P0351,2026-06-01,346.2,500.0
E00015,C0064,P0351,2026-07-01,295.25,500.0
E00015,C0064,P0351,2026-08-01,121.7,500.0
E00016,C0060,P0466,2025-06-01,5580.0,25000.0
E00016,C0060,P0466,2025-07-01,8535.0,25000.0
E00016,C0060,P0466,2025-08-01,15490.0,25000.0
E00016,C0060,P0466,2025-09-01,17302.5,25000.0
E00016,C0060,P0466,2025-10-01,21355.0,25000.0
E00016,C0060,P0466,2025-11-01,16007.5,25000.0
E00016,C0060,P0466,2025-12-01,23115.0,25000.0
E00016,C0060,P0466,2026-01-01,21362.5,25000.0
E00016,C0060,P0466,2026-02-01,23005.0,25000.0
E00017,C0033,P0422,2025-06-01,117.35,500.0
E00017,C0033,P0422,2025-07-01,226.05,500.0
E00017,C0033,P0422,2025-08-01,311.35,500.0
E00017,C0033,P0422,2025-09-01,436.5,500.0
E00017,C0033,P0422,2025-10-01,341.3,500.0
E00017,C0033,P0422,2025-11-01,475.35,500.0
E00017,C0033,P0422,2025-12-01,475.5,500.0
E00017,C0033,P0422,2026-01-01,338.45,500.0
E00017,C0033,P0422,2026-02-01,463.35,500.0
E00017,C0033,P0422,2026-03-01,386.5,500.0
E00018,C0039,P0451,2025-06-01,4852.5,25000.0
E00018,C0039,P0451,2025-07-01,12222.5,25000.0
E00018,C0039,P0451,2025-08-01,19310.0,25000.0
E00018,C0039,P0451,2025-09-01,21407.5,25000.0
E00018,C0039,P0451,2025-10-01,17272.5,25000.0
E00018,C0039,P0451,2025-11-01,19507.5,25000.0
E00018,C0039,P0451,2025-12-01,22830.0,25000.0
E00018,C0039,P0451,2026-01-01,18532.5,25000.0
E00019,C0093,P0482,2025-06-01,160.5,250.0
E00019,C0093,P0482,2025-07-01,319.12,250.0
E00019,C0093,P0482,2025-08-01,367.98,250.0
E00019,C0093,P0482,2025-09-01,395.5,250.0
E00019,C0093,P0482,2025-10-01,337.03,250.0
E00019,C0093,P0482,2025-11-01,336.38,250.0
E00019,C0093,P0482,2025-12-01,330.2,250.0
E00019,C0093,P0482,2026-01-01,330.7,250.0
E00019,C0093,P0482,2026-02-01,381.9,250.0
E00019,C0093,P0482,2026-03-01,312.48,250.0
E00021,C0067,P0181,2025-11-01,556.75,2500.0
E00021,C0067,P0181,2025-12-01,889.75,2500.0
E00021,C0067,P0181,2026-01-01,1631.5,2500.0
E00021,C0067,P0181,2026-02-01,2236.5,2500.0
E00021,C0067,P0181,2026-03-01,2282.0,2500.0
E00021,C0067,P0181,2026-04-01,1855.5,2500.0
E00021,C0067,P0181,2026-05-01,1610.75,2500.0
E00021,C0067,P0181,2026-06-01,1833.25,2500.0
E00021,C0067,P0181,2026-07-01,2179.5,2500.0
E00021,C0067,P0181,2026-08-01,956.8,2500.0
E00023,C0051,P0070,2025-06-01,504.25,2500.0
E00023,C0051,P0070,2025-07-01,868.0,2500.0
E00023,C0051,P0070,2025-08-01,1012.0,2500.0
E00023,C0051,P0070,2025-09-01,2040.5,2500.0
E00023,C0051,P0070,2025-10-01,2236.25,2500.0
E00023,C0051,P0070,2025-11-01,2055.75,2500.0
E00023,C0051,P0070,2025-12-01,2118.5,2500.0
E00023,C0051,P0070,2026-01-01,2304.25,2500.0
E00024,C0057,P0043,2025-10-01,45.62,250.0
E00024,C0057,P0043,2025-11-01,87.67,250.0
E00024,C0057,P0043,2025-12-01,191.5,250.0
E00024,C0057,P0043,2026-01-01,196.6,250.0
E00024,C0057,P0043,2026-02-01,213.93,250.0
E00024,C0057,P0043,2026-03-01,224.05,250.0
E00024,C0057,P0043,2026-04-01,208.97,250.0
E00024,C0057,P0043,2026-05-01,218.95,250.0
E00024,C0057,P0043,2026-06-01,181.68,250.0
E00024,C0057,P0043,2026-07-01,198.28,250.0
E00024,C0057,P0043,2026-08-01,96.6,250.0
E00025,C0058,P0352,2025-08-01,84.4,500.0
E00025,C0058,P0352,2025-09-01,131.15,500.0
E00025,C0058,P0352,2025-10-01,362.35,500.0
E00025,C0058,P0352,2025-11-01,419.1,500.0
E00025,C0058,P0352,2025-12-01,320.4,500.0
E00025,C0058,P0352,2026-01-01,391.75,500.0
E00025,C0058,P0352,2026-02-01,384.3,500.0
E00025,C0058,P0352,2026-03-01,394.8,500.0
E00025,C0058,P0352,2026-04-01,349.05,500.0
E00025,C0058,P0352,2026-05-01,424.55,500.0
E00025,C0058,P0352,2026-06-01,393.55,500.0
E00025,C0058,P0352,2026-07-01,350.35,500.0
E00026,C0081,P0377,2025-06-01,753.0,5000.0
E00026,C0081,P0377,2025-07-01,1883.5,5000.0
E00026,C0081,P0377,2025-08-01,2461.0,5000.0
E00026,C0081,P0377,2025-09-01,3976.0,5000.0
E00026,C0081,P0377,2025-10-01,5070.0,5000.0
E00026,C0081,P0377,2025-11-01,3103.5,5000.0
E00026,C0081,P0377,2025-12-01,2713.0,5000.0
E00026,C0081,P0377,2026-01-01,3265.0,5000.0
E00026,C0081,P0377,2026-02-01,3383.5,5000.0
E00026,C0081,P0377,2026-03-01,4511.5,5000.0
E00026,C0081,P0377,2026-04-01,3431.0,5000.0
E00027,C0025,P0102,2025-10-01,122.65,500.0
E00027,C0025,P0102,2025-11-01,222.65,500.0
E00027,C0025,P0102,2025-12-01,260.9,500.0
E00027,C0025,P0102,2026-01-01,307.7,500.0
E00027,C0025,P0102,2026-02-01,477.45,500.0
E00027,C0025,P0102,2026-03-01,425.1,500.0
E00027,C0025,P0102,2026-04-01,299.1,500.0
E00027,C0025,P0102,2026-05-01,280.9,500.0
E00027,C0025,P0102,2026-06-01,348.25,500.0
E00027,C0025,P0102,2026-07-01,399.0,500.0
E00027,C0025,P0102,2026-08-01,163.98,500.0
E00028,C0034,P0484,2025-06-01,301.6,2000.0
E00028,C0034,P0484,2025-07-01,579.2,2000.0
E00028,C0034,P0484,2025-08-01,1509.8,2000.0
E00028,C0034,P0484,2025-09-01,1184.4,2000.0
E00028,C0034,P0484,2025-10-01,1711.4,2000.0
E00028,C0034,P0484,2025-11-01,1598.6,2000.0
E00028,C0034,P0484,2025-12-01,1314.8,2000.0
E00028,C0034,P0484,2026-01-01,1895.8,2000.0
E00029,C0068,P0499,2025-06-01,170.2,1000.0
E00029,C0068,P0499,2025-07-01,394.9,1000.0
E00029,C0068,P0499,2025-08-01,647.7,1000.0
E00029,C0068,P0499,2025-09-01,795.9,1000.0
E00029,C0068,P0499,2025-10-01,686.9,1000.0
E00029,C0068,P0499,2025-11-01,976.7,1000.0
E00030,C0053,P0317,2025-11-01,1602.01,500.0
E00030,C0053,P0317,2025-12-01,1808.7,500.0
E00030,C0053,P0317,2026-01-01,1701.8,500.0
E00032,C0055,P0476,2025-08-01,7797.0,10000.0
E00032,C0055,P0476,2025-09-01,12118.0,10000.0
E00032,C0055,P0476,2025-10-01,12554.0,10000.0
E00032,C0055,P0476,2025-11-01,12334.0,10000.0
E00032,C0055,P0476,2025-12-01,14766.0,10000.0
E00032,C0055,P0476,2026-01-01,12506.0,10000.0
E00032,C0055,P0476,2026-02-01,13095.0,10000.0
E00032,C0055,P0476,2026-03-01,12797.0,10000.0
E00032,C0055,P0476,2026-04-01,12368.0,10000.0
E00032,C0055,P0476,2026-05-01,14832.0,10000.0
E00032,C0055,P0476,2026-06-01,14608.0,10000.0
E00032,C0055,P0476,2026-07-01,13868.0,10000.0
E00033,C0008,P0105,2025-07-01,10.83,50.0
E00033,C0008,P0105,2025-08-01,26.23,50.0
E00033,C0008,P0105,2025-09-01,23.45,50.0
E00033,C0008,P0105,2025-10-01,47.73,50.0
E00033,C0008,P0105,2025-11-01,41.25,50.0
E00033,C0008,P0105,2025-12-01,45.03,50.0
E00033,C0008,P0105,2026-01-01,30.0,50.0
E00033,C0008,P0105,2026-02-01,41.78,50.0
E00033,C0008,P0105,2026-03-01,38.9,50.0
E00033,C0008,P0105,2026-04-01,32.87,50.0
E00033,C0008,P0105,2026-05-01,30.76,50.0
E00033,C0008,P0105,2026-06-01,32.02,50.0
E00034,C0055,P0196,2025-06-01,389.8,500.0
E00034,C0055,P0196,2025-07-01,763.85,500.0
E00034,C0055,P0196,2025-08-01,689.9,500.0
E00034,C0055,P0196,2025-09-01,777.9,500.0
E00034,C0055,P0196,2025-10-01,791.6,500.0
E00034,C0055,P0196,2025-11-01,650.6,500.0
E00034,C0055,P0196,2025-12-01,681.95,500.0
E00034,C0055,P0196,2026-01-01,720.8,500.0
E00034,C0055,P0196,2026-02-01,775.45,500.0
E00034,C0055,P0196,2026-03-01,790.1,500.0
E00035,C0083,P0145,2025-06-01,141.22,200.0
E00035,C0083,P0145,2025-07-01,271.86,200.0
E00035,C0083,P0145,2025-08-01,249.18,200.0
E00035,C0083,P0145,2025-09-01,304.72,200.0
E00035,C0083,P0145,2025-10-01,274.36,200.0
E00035,C0083,P0145,2025-11-01,254.88,200.0
E00035,C0083,P0145,2025-12-01,259.62,200.0
E00035,C0083,P0145,2026-01-01,257.22,200.0
E00035,C0083,P0145,2026-02-01,269.74,200.0
E00036,C0002,P0500,2025-06-01,30.72,200.0
E00036,C0002,P0500,2025-07-01,63.74,200.0
E00036,C0002,P0500,2025-08-01,116.68,200.0
E00036,C0002,P0500,2025-09-01,151.18,200.0
E00036,C0002,P0500,2025-10-01,118.56,200.0
E00036,C0002,P0500,2025-11-01,127.78,200.0
E00036,C0002,P0500,2025-12-01,137.7,200.0
E00036,C0002,P0500,2026-01-01,192.92,200.0
E00036,C0002,P0500,2026-02-01,185.6,200.0
E00036,C0002,P0500,2026-03-01,167.2,200.0
E00036,C0002,P0500,2026-04-01,164.48,200.0
E00036,C0002,P0500,2026-05-01,160.92,200.0
E00037,C0035,P0351,2025-07-01,154.1,1000.0
E00037,C0035,P0351,2025-08-01,287.3,1000.0
E00037,C0035,P0351,2025-09-01,474.5,1000.0
E00037,C0035,P0351,2025-10-01,832.7,1000.0
E00037,C0035,P0351,2025-11-01,584.7,1000.0
E00037,C0035,P0351,2025-12-01,657.8,1000.0
E00037,C0035,P0351,2026-01-01,682.4,1000.0
E00037,C0035,P0351,2026-02-01,677.3,1000.0
E00037,C0035,P0351,2026-03-01,808.1,1000.0
E00037,C0035,P0351,2026-04-01,793.2,1000.0
E00037,C0035,P0351,2026-05-01,613.9,1000.0
E00037,C0035,P0351,2026-06-01,840.1,1000.0
E00038,C0039,P0499,2025-07-01,87.6,500.0
E00038,C0039,P0499,2025-08-01,169.55,500.0
E00038,C0039,P0499,2025-09-01,254.85,500.0
E00038,C0039,P0499,2025-10-01,333.9,500.0
E00038,C0039,P0499,2025-11-01,403.35,500.0
E00038,C0039,P0499,2025-12-01,402.7,500.0
E00038,C0039,P0499,2026-01-01,506.6,500.0
E00038,C0039,P0499,2026-02-01,408.8,500.0
E00038,C0039,P0499,2026-03-01,372.3,500.0
E00038,C0039,P0499,2026-04-01,372.3,500.0
E00038,C0039,P0499,2026-05-01,481.05,500.0
E00038,C0039,P0499,2026-06-01,297.65,500.0
E00039,C0081,P0377,2025-11-01,933.2,4000.0
E00039,C0081,P0377,2025-12-01,1791.2,4000.0
E00039,C0081,P0377,2026-01-01,1907.2,4000.0
E00039,C0081,P0377,2026-02-01,2758.0,4000.0
E00039,C0081,P0377,2026-03-01,2126.8,4000.0
E00039,C0081,P0377,2026-04-01,2625.6,4000.0
E00039,C0081,P0377,2026-05-01,3657.2,4000.0
E00039,C0081,P0377,2026-06-01,3106.0,4000.0
E00039,C0081,P0377,2026-07-01,3787.2,4000.0
E00039,C0081,P0377,2026-08-01,971.52,4000.0
E00040,C0093,P0477,2025-08-01,12.59,20.0
E00040,C0093,P0477,2025-09-01,28.67,20.0
E00040,C0093,P0477,2025-10-01,30.8,20.0
E00040,C0093,P0477,2025-11-01,31.16,20.0
E00040,C0093,P0477,2025-12-01,29.1,20.0
E00040,C0093,P0477,2026-01-01,29.35,20.0
E00040,C0093,P0477,2026-02-01,28.17,20.0
E00040,C0093,P0477,2026-03-01,25.92,20.0
E00040,C0093,P0477,2026-04-01,27.82,20.0
E00040,C0093,P0477,2026-05-01,27.92,20.0
E00040,C0093,P0477,2026-06-01,26.24,20.0
E00040,C0093,P0477,2026-07-01,30.18,20.0
E00041,C0082,P0259,2025-06-01,69.65,100.0
E00041,C0082,P0259,2025-07-01,123.67,100.0
E00041,C0082,P0259,2025-08-01,150.65,100.0
E00041,C0082,P0259,2025-09-01,148.46,100.0
E00041,C0082,P0259,2025-10-01,134.12,100.0
E00041,C0082,P0259,2025-11-01,153.42,100.0
E00041,C0082,P0259,2025-12-01,129.7,100.0
E00041,C0082,P0259,2026-01-01,145.89,100.0
E00041,C0082,P0259,2026-02-01,154.23,100.0
E00041,C0082,P0259,2026-03-01,147.8,100.0
E00041,C0082,P0259,2026-04-01,123.01,100.0
E00042,C0011,P0457,2025-06-01,88.3,500.0
E00042,C0011,P0457,2025-07-01,206.65,500.0
E00042,C0011,P0457,2025-08-01,274.5,500.0
E00042,C0011,P0457,2025-09-01,393.45,500.0
E00042,C0011,P0457,2025-10-01,435.1,500.0
E00042,C0011,P0457,2025-11-01,402.15,500.0
E00042,C0011,P0457,2025-12-01,443.75,500.0
E00042,C0011,P0457,2026-01-01,395.3,500.0
E00042,C0011,P0457,2026-02-01,363.1,500.0
E00042,C0011,P0457,2026-03-01,362.25,500.0
E00042,C0011,P0457,2026-04-01,372.2,500.0
E00042,C0011,P0457,2026-05-01,322.15,500.0
E00043,C0043,P0477,2025-06-01,39.5,200.0
E00043,C0043,P0477,2025-07-01,95.46,200.0
E00043,C0043,P0477,2025-08-01,94.24,200.0
E00043,C0043,P0477,2025-09-01,112.6,200.0
E00043,C0043,P0477,2025-10-01,119.74,200.0
E00043,C0043,P0477,2025-11-01,137.68,200.0
E00043,C0043,P0477,2025-12-01,150.18,200.0
E00043,C0043,P0477,2026-01-01,130.22,200.0
E00043,C0043,P0477,2026-02-01,132.3,200.0
E00043,C0043,P0477,2026-03-01,144.72,200.0
E00044,C0051,P0272,2025-06-01,44.0,250.0
E00044,C0051,P0272,2025-07-01,78.85,250.0
E00044,C0051,P0272,2025-08-01,155.28,250.0
E00044,C0051,P0272,2025-09-01,151.43,250.0
E00044,C0051,P0272,2025-10-01,154.32,250.0
E00044,C0051,P0272,2025-11-01,204.28,250.0
E00044,C0051,P0272,2025-12-01,138.0,250.0
E00044,C0051,P0272,2026-01-01,151.75,250.0
E00045,C0053,P0066,2025-06-01,16460.75,5000.0
E00045,C0053,P0066,2025-07-01,19580.23,5000.0
E00045,C0053,P0066,2025-08-01,18300.92,5000.0
E00045,C0053,P0066,2025-12-01,104.93,5000.0
E00046,C0077,P0145,2025-06-01,1361.8,2000.0
E00046,C0077,P0145,2025-07-01,2714.4,2000.0
E00046,C0077,P0145,2025-08-01,2576.0,2000.0
E00046,C0077,P0145,2025-09-01,3059.2,2000.0
E00046,C0077,P0145,2025-10-01,2953.4,2000.0
E00046,C0077,P0145,2025-11-01,2796.2,2000.0
E00046,C0077,P0145,2025-12-01,2536.8,2000.0
E00046,C0077,P0145,2026-01-01,2562.8,2000.0
E00046,C0077,P0145,2026-02-01,2909.6,2000.0
E00046,C0077,P0145,2026-03-01,2964.6,2000.0
E00047,C0038,P0085,2025-06-01,298.2,2000.0
E00047,C0038,P0085,2025-07-01,746.2,2000.0
E00047,C0038,P0085,2025-08-01,1314.6,2000.0
E00047,C0038,P0085,2025-09-01,1898.0,2000.0
E00047,C0038,P0085,2025-10-01,1391.0,2000.0
E00047,C0038,P0085,2025-11-01,1250.4,2000.0
E00047,C0038,P0085,2025-12-01,1729.2,2000.0
E00047,C0038,P0085,2026-01-01,1630.2,2000.0
E00047,C0038,P0085,2026-02-01,1387.4,2000.0
E00047,C0038,P0085,2026-03-01,1637.4,2000.0
E00048,C0001,P0473,2025-07-01,92.35,500.0
E00048,C0001,P0473,2025-08-01,179.4,500.0
E00048,C0001,P0473,2025-09-01,250.35,500.0
E00048,C0001,P0473,2025-10-01,330.5,500.0
E00048,C0001,P0473,2025-11-01,319.4,500.0
E00048,C0001,P0473,2025-12-01,322.25,500.0
E00048,C0001,P0473,2026-01-01,417.75,500.0
E00048,C0001,P0473,2026-02-01,383.4,500.0
E00048,C0001,P0473,2026-03-01,418.95,500.0
E00048,C0001,P0473,2026-04-01,368.6,500.0
E00048,C0001,P0473,2026-05-01,414.9,500.0
E00048,C0001,P0473,2026-06-01,340.1,500.0
E00049,C0026,P0019,2025-06-01,20.92,100.0
E00049,C0026,P0019,2025-07-01,36.03,100.0
E00049,C0026,P0019,2025-08-01,69.27,100.0
E00049,C0026,P0019,2025-09-01,89.11,100.0
E00049,C0026,P0019,2025-10-01,69.85,100.0
E00049,C0026,P0019,2025-11-01,73.69,100.0
E00049,C0026,P0019,2025-12-01,68.12,100.0
E00049,C0026,P0019,2026-01-01,90.73,100.0
E00050,C0098,P0459,2025-11-01,80618.09,25000.0
E00050,C0098,P0459,2025-12-01,91551.68,25000.0
E00050,C0098,P0459,2026-01-01,93916.12,25000.0
E00050,C0098,P0459,2026-05-01,283.33,25000.0
E00051,C0047,P0058,2025-06-01,1110.5,5000.0
E00051,C0047,P0058,2025-07-01,2630.5,5000.0
E00051,C0047,P0058,2025-08-01,2785.0,5000.0
E00051,C0047,P0058,2025-09-01,3427.5,5000.0
E00051,C0047,P0058,2025-10-01,4569.5,5000.0
E00051,C0047,P0058,2025-11-01,3160.0,5000.0
E00051,C0047,P0058,2025-12-01,4257.0,5000.0
E00051,C0047,P0058,2026-01-01,3955.5,5000.0
E00051,C0047,P0058,2026-02-01,4479.5,5000.0
E00051,C0047,P0058,2026-03-01,4185.5,5000.0
E00051,C0047,P0058,2026-04-01,2722.0,5000.0
E00052,C0001,P0093,2025-06-01,41.34,200.0
E00052,C0001,P0093,2025-07-01,84.42,200.0
E00052,C0001,P0093,2025-08-01,107.04,200.0
E00052,C0001,P0093,2025-09-01,130.86,200.0
E00052,C0001,P0093,2025-10-01,116.86,200.0
E00052,C0001,P0093,2025-11-01,138.9,200.0
E00052,C0001,P0093,2025-12-01,157.7,200.0
E00053,C0045,P0498,2025-06-01,69.77,100.0
E00053,C0045,P0498,2025-07-01,120.2,100.0
E00053,C0045,P0498,2025-08-01,134.09,100.0
E00053,C0045,P0498,2025-09-01,153.36,100.0
E00053,C0045,P0498,2025-10-01,122.0,100.0
E00053,C0045,P0498,2025-11-01,125.51,100.0
E00053,C0045,P0498,2025-12-01,155.15,100.0
E00053,C0045,P0498,2026-01-01,151.41,100.0
E00053,C0045,P0498,2026-02-01,140.08,100.0
E00053,C0045,P0498,2026-03-01,158.34,100.0
E00054,C0052,P0040,2025-09-01,22.62,100.0
E00054,C0052,P0040,2025-10-01,37.93,100.0
E00054,C0052,P0040,2025-11-01,62.93,100.0
E00054,C0052,P0040,2025-12-01,86.36,100.0
E00054,C0052,P0040,2026-01-01,69.06,100.0
E00054,C0052,P0040,2026-02-01,72.38,100.0
E00054,C0052,P0040,2026-03-01,71.29,100.0
E00054,C0052,P0040,2026-04-01,102.45,100.0
E00054,C0052,P0040,2026-05-01,94.89,100.0
E00054,C0052,P0040,2026-06-01,64.79,100.0
E00054,C0052,P0040,2026-07-01,98.94,100.0
E00054,C0052,P0040,2026-08-01,28.03,100.0
E00056,C0045,P0303,2025-10-01,16.25,25.0
E00056,C0045,P0303,2025-11-01,34.16,25.0
E00056,C0045,P0303,2025-12-01,32.0,25.0
E00056,C0045,P0303,2026-01-01,33.05,25.0
E00056,C0045,P0303,2026-02-01,32.97,25.0
E00056,C0045,P0303,2026-03-01,39.27,25.0
E00056,C0045,P0303,2026-04-01,34.61,25.0
E00056,C0045,P0303,2026-05-01,31.83,25.0
E00056,C0045,P0303,2026-06-01,37.82,25.0
E00056,C0045,P0303,2026-07-01,38.34,25.0
E00056,C0045,P0303,2026-08-01,12.38,25.0
E00057,C0098,P0426,2025-06-01,362.13,100.0
E00057,C0098,P0426,2025-07-01,375.53,100.0
E00057,C0098,P0426,2025-08-01,360.31,100.0
E00057,C0098,P0426,2026-01-01,1.38,100.0
E00058,C0084,P0023,2025-06-01,19.72,100.0
E00058,C0084,P0023,2025-07-01,38.06,100.0
E00058,C0084,P0023,2025-08-01,54.63,100.0
E00058,C0084,P0023,2025-09-01,89.64,100.0
E00058,C0084,P0023,2025-10-01,75.71,100.0
E00058,C0084,P0023,2025-11-01,101.87,100.0
E00058,C0084,P0023,2025-12-01,68.28,100.0
E00058,C0084,P0023,2026-01-01,67.69,100.0
E00058,C0084,P0023,2026-02-01,82.21,100.0
E00058,C0084,P0023,2026-03-01,86.08,100.0
E00059,C0039,P0025,2025-11-01,29.32,200.0
E00059,C0039,P0025,2025-12-01,83.38,200.0
E00059,C0039,P0025,2026-01-01,132.9,200.0
E00059,C0039,P0025,2026-02-01,168.7,200.0
E00059,C0039,P0025,2026-03-01,160.0,200.0
E00059,C0039,P0025,2026-04-01,161.44,200.0
E00059,C0039,P0025,2026-05-01,180.48,200.0
E00059,C0039,P0025,2026-06-01,159.04,200.0
E00059,C0039,P0025,2026-07-01,167.24,200.0
E00059,C0039,P0025,2026-08-01,76.12,200.0
